review,sentiment
"(Kiedy kiedykolwiek się nauczęProszę, pozwól mi odpowiedzieć na śledzionę ... <br /> <br /> Przyznaję: ustawienie, prawdopodobnie w Nowym Jorku, nigdy nie było tak wręcz brzydkie i nieprzyjemne.Przypomina mi się, że lata 70. to zła dekada dla męskiej mody i samochodów.I całe palenie-!Jeśli plan miał taniej bohaterów, to się udało.Tylko Ned Beaty zbliżył się i nie mogłem się doczekać, aż skończy Nicky.Jeśli zbłąkany strzał uderzył w Mikeya, cóż, mogłoby to co najwyżej wywołać obojętność. <br /> <br /> Nie pamiętam, kiedy tak mocno odstraszałem film.Przypuszczam, że jestem Rube, który nie kopie filmów „sztuki”.No cóż.",negative
"„Lost”, „24”, „Carnivale”, „Desperate Housewifes” ... lista jest długa.Te i kilka innych wysokiej jakości programów dowodzi, że jesteśmy w środku złotego wieku w historii telewizyjnej.„Lost” jest czystym geniuszem.Niesamowite warstwy osobistych i opowiadających psychicznie, historie, podkreślające wysublimowane zdjęcia (niesamowite, aby używać tego słowa, opisując show telewizji), partytury zabójcy, świetne występy i edycja.Każdy, kto nie jest z tego uzależniony, brakuje jednego z najważniejszych kreatywnych wyrażeń w telewizji.Może to mieć swoje problemy, oglądając tylko jeden odcinek w tygodniu, ale format DVD jest w rzeczywistości niesamowitym sposobem na obejrzenie tego.Mam nadzieję, że utrzymują to (jak jestem pewien, że tak).",positive
"Clifton Webb jest jednym z moich ulubionych.Jednak Mister Scoutmaster nie jest jednym z jego najlepszych.Jego opatentowana rola curmudgeon wydaje się wymuszona, a nawet nieprzyjemna, a nie zabawna.Sam film jest przepełniony paszkowymi sentymentami.Ponadto widz ma liczne odniesienia do wiary religijnej i patriotyzmu USA, które są raczej nadmiernie rewerecyjne niż prawdziwe.Clifton Webb daje z siebie wszystko z złym scenariuszem.Edmund Gwenn gra kolejnego wesołych duchownych i nie ma nic do roboty.W prowadzeniu aktora dziecięcego gra bez talentu, które wykazuje płaski wpływ w całym filmie.Jego jedynym roszczeniem do sławy jako wykonawcy najwyraźniej jest niski głos podobny do kuwalu dla kogoś w jego wieku.Jednak kiedy to usłyszysz, usłyszałeś to i nie musisz go ponownie słyszeć.Niestety jest w większości scen filmu.Uważam, że to dziecko jest tak irytujące, że szybko do przodu, gdy się pojawi.Ponieważ ma wiele scen w tym filmie, oznacza to, że szybko przeżywam wiele filmu.Było i jest tak wielu utalentowanych aktorów dzieci;Szkoda, że ten film nie ma w nim żadnego z nich.Mimo to Clifton Webb w tradycyjnym kapeluszu i szortach o szerokim rondach jest widokiem, który warto zobaczyć.",negative
"Jest to film dokumentalny dla każdego, kto obawia się, że współczesna młodzież straciła upodobanie do prawdziwej przygody i poczucia moralności.Darius Goes West to niesamowita kolejka górska historii.Żyjemy w życiu Dariusa i załogi, którzy wyruszają w podróż życia.Darius ma dystrofię mięśniową Duchenne, chorobę, która wpływa na wszystkie mięśnie w jego ciele.Jest ograniczony do wózka inwalidzkiego i potrzebuje całodobowej uwagi.Jak więc tą załogę młodych przyjaciół mogłaby zabrać go na podróż w obie strony na zachodnie wybrzeże iz powrotem?Obejrzyj film i przeżyj wzloty i upadki tej wielkiej przygody - śmiej się z załogą, gdy radzą sobie z niewyobrażonymi wyzwaniami po drodze, i ciesz się ostatecznym triumfem, gdy wracają trzy tygodnie później w rodzinnym mieście do zachwycającego przyjęciaI kilka świetnych niespodzianek!",positive
"Przesłanie świata na krawędzi wojny jest pomijane przez masy;Mityczne miasto Everytown w 1940 r. Reprezentuje ogólnie Anglię, ale równie dobrze może oznaczać każdy naród świata.Kiedy wreszcie nadejdzie wojna, spustoszenia nie trwają przez kolejne pięć lat, ale do 1966 r., Kiedy to Everytown jest całkowicie zniszczone.Dodatkową opuszczeniem i żniwą na ludzkości jest „Wędrująca choroba”, zaraza, która trwa przez kolejne cztery lata. <br /> <br /> „Rzeczy o przyszłości” równoważy zarówno fatalistyczny, jak i futurystyczny pogląd na świat, w którym nauka utrzymuje sięnadzieja na ożywioną cywilizację.Koncepcja „Wings Over the World” rozgrywa się nieco banalnie, choć rzecznik Cabal (Raymond Massey) jest niezachwiany w swojej misji i poświęcony swojej sprawie.Jeśli zawiedzie, inni pójdą za nim.To przesłanie jest nieustannie wzmacniane w całym filmie, przekonująco przyniesione do domu w końcu przemówienia filmowego Massey.Niewłaściwa potrzeba przetestowania granic wiedzy i osiągnięć wymaga sposobu myślenia „cały wszechświat albo nic”. <br /> <br /> Zdjęcia filmu dotyczące automatyzacji i maszyn w drugiej połowie przypominają wielki film mierny ”Metropolisolis"".Gdy Everytown zostaje odbudowywane i przekształcone przez rok 2036, spektakl odrodzenia miasta uderza w rezonansowy akord, ponieważ architektura współczesnych miast sugeruje, że pojawia się niesamowita prorocza wizja filmu.Tam, gdzie film nie pomyli się do sześćdziesięciu siedmiu lat, jest pierwszą misją człowieka na Księżyc, ale w 1936 r. Stuletnia harmonogram prawdopodobnie wydawał się bardziej uzasadniony niż 1969. <br /> <br /> „Rzeczy do przyjścia” jest jedną zTe rzadkości w filmie, obraz, który sprawia, że myślisz.Po której stronie zejdziesz, siły o awans w obliczu niepewności lub utrzymanie status quo?To nie jest wygodne pytanie, ponieważ oba wybory stanowią nieodłączne niebezpieczeństwa i niepoznawalne wyniki.Ci, którzy decydują się być postronnikami, ryzykują, że siły nie są przekonani przez siły poza ich kontrolą.",positive
"Fulci ... czy ten człowiek przynosi jeden z najdziwniejszych i najdziwniejszych filmów, jakie kiedykolwiek powstały?Odpowiedź: Tak!Cat in the Brain, znany również jako koszmar, jest ostatnim arcydziełem Fulci.Tak, to nie ważne, co powiedzą o tym niektórzy ludzie.Istnieje niewiele faktów, dlaczego ten film jest jednym z najlepszych filmów Fulci. <br /> <br /> Fulci wyśmiewa się z siebie i jego filmów.Ołów Roll w tym filmie nie jest niczym innym niż sam Fulci, który gra ... no cóż, reżyser horroru-gore, który uważa, że powoli szaleje.Jest pełen czarnego humoru, który w przeciwieństwie do większości współczesnych horrorów działa tutaj.Będąc Fulci Flick, musisz wiedzieć, że to krwawe.Ile?Cóż, prawie.Zawsze uwielbiałem Gore w filmach i nigdy nie mam ich dość, ale Cat in the Brain faktycznie powstrzymał moje pragnienie Gore i uwierz mi, trudno jest archiwum.Nawet Braindead tego nie powstrzymał.CITB dotyczy Gore.Prawie każda scena kręci się o Fulci, która po hipnotyzowaniu przez * khmmm * Złych psychiatrów widzi wszelkiego rodzaju horrory za wszystko, co mu się dzieje lub wszystko, co widzi.Niektóre sceny wymagają przypadkowego upuszczania whisky, a zamiast tego widzi, jak Rotten Corpse leżał na podłodze, który zaczyna zarabiać z ran.Zapomnij o Beyond lub Zombie 2, to jest najstraszniejszy film Fulci!Teraz podoba mi się, jak Fulci udaje się zastosować wszystkie te komiczne części w filmie Gorefest.Jest świetnym reżyserem.Od czasu do czasu od czasu do czasu zdarzają się zabawne chwile i linie, na przykład Fulci „Robienie filmów Gore jest rodzajem choroby” jest bardzo dobre, biorąc pod uwagę, że Fulci (i większość włoskich horrorów) jest znana z tego, że zakończyło się bez sensu bez sensulub wiele dziur w fabule.Jeśli jesteś zabawny z Fulci, upewnij się, że to sprawdź.Jeśli masz słaby żołądek, unikaj tego i powtórz „to tylko film” PS.Niektóre z chwiastej sceny w tym filmie: rozczłonkowanie łańcuchów łańcuchowych (pełne), rozerwane w języku, gałki oczne, rozerwane, zakłócone przez robaki zwłoki, zombie, dekapitacje, twarz umieszczona w wrzącej wodzie, dźgnięcia pod prysznicem (na głowę), gardło, rozcięte gardło, gardłoWiele części ciała i narządów jest na bok na bok, Hammer roztrzaskał twarz ...",positive
"Co za niezrozumiały bałagan filmu.Coś o glinie, który wydobywa pociski od siebie po tym, jak został zastrzelony i trzyma je w szklanym słoiku w swojej łazience (i od wielkości słoika go zastrzelono około pięćdziesiąt razy) i tajnym tajnym czołgiem strzeżonym przez pięć lub sześćNiekompetentni żołnierze, którzy z jakiegoś powodu jeżdżą do Meksyku.To, czy zostały tam wysłane celowo, czy po prostu naprawdę się zgubione, nigdy nie jest wyjaśnione.I nigdy też nie usłyszysz innego scenariusza słowa „Butthorn”.Gary Busey wypróbowuje rolę Mela Gibsona z „Lethal Bronie” i podczas gdy Busey jest użytecznym aktorem, scenariusz przekazuje cały film do przeciętności.William Smith robi kolejny obrót jako rosyjski żołnierz, ta sama postać, którą grał w „Red Dawn” kilka lat wcześniej.Po graniu w rowerzystach przez większość lat 70. miło było widzieć, jak rozszerzył swój zasięg, grając w komunistycznych ciężkich ciężarach.Niestety, prawdopodobnie zawsze będzie pamiętany jako facet, który Clint Eastwood whupped w „W każdym razie możesz”.",negative
"Uwielbiam dużo oglądać ten film ze względu na wszystkie przerażające sceny o Raptorach.Lubię drapieżniki, ponieważ są przerażające.Moje ulubione części to te, w których Raptor patrzy za filarem, ponieważ przypomina mi scenę z piątku 13 filmu z dziewczyną, która je banan. <br /> <br /> Naprawdę uwielbiam oglądać wieleTen film, ponieważ grafika komputerowa wydaje się trochę fałszywa, ale jest w porządku, ponieważ kiedy już wpadniesz do filmu, prawie nie zauważasz, co się dzieje i myślę, że ma dobre zakończenie, mimo że tak naprawdę nie rozumiałem, co się dzieje na moimPierwsze widoki parowałem to z czasem i to jest ważna część.Inną ważną częścią jest to, jak przerażające mogą być dinozaury, jeśli oglądasz to po raz pierwszy. <br /> <br /> To najlepszy film.",positive
"OSTRZEŻENIE: Recenzja zawiera łagodne spoilery <br /> <br /> Kilka lat temu udało mi się zobaczyć pierwsze pięć filmów w tej serii i planowałem przegląd całej serii Elm St.Jednak zaledwie dwa lata i uważam, że nie pamiętam o nich wystarczająco dużo, aby to zrobić, myślę, że nie mogliby zrobić dużego wrażenia.Z tego, co pamiętam, niektórzy z kontynuacji Dream Warriors w szczególności nie byli tak źli, jak to często wykonuje, choć nawet oryginał nie był klasyczny.Ogólnie rzecz biorąc, przewidywalność założenia (jeśli ludzie zasypiają, zostaną zamordowani w swoich snach) nie nadaje się napięciu narracyjnym.Ale chociaż nie pamiętam większości z pierwszych pięciu filmów, wiem, że nigdy nie spłynęli głębi zmarłego Freddy'ego. <br /> <br /> Wskazanie na to, jak choroba Freddy'ego była w tym momencie, może być osądzone na podstawie tegofakt, że film został promowany wyłącznie po śmierci postaci.Fakt, że wniosek filmu nie jest nawet ukryty, ale w rzeczywistości cały cel tego filmu ilustruje to, jak puste, bezduszne i cyniczne było to przedsięwzięcie. <br /> <br /> Biorąc moralnie wątpliwy pomysł na posiadanieDziecko molestujący jako charyzmatyczny złoczyńca, śmiechem Roberta Englunda, rozmieszczonego z drogi.Zawsze myślałem, że Freddy's Freddy's The Teenage Offits była mniej skierowana do bohaterów niż nastoletnia publiczność, która kiedykolwiek mogła obejrzeć tę flachę.To tak, jakby Englund krzyczy: „Wiemy, że to śmieci, ale płacisz, żeby to zobaczyć, więc kto się śmieje?”I jestem pewien, że ofiary wykorzystywania dzieci byłyby rozczarowane, aby zobaczyć tak niewrażliwe przedstawienie ich trudnej sytuacji.Czy wygląd Freddy'ego w filmach był zawsze tak szczątki?Wszystko, co tutaj może zrobić, to kilka „haaaaaaaaaaaaaarr har Har har” i to wszystko.Gdyby to był jedyny film Elm St., jaki kiedykolwiek widziałeś, wcale nie poznałbyś postaci.Nawet gdy postać przed śmiercią w retrospekcji Englund gra go jako złoczyńca pantomimów boo-hiss ze slop z transatlantyckiej (tj. Przekroczona, niewłaściwa i wcale zabawna) ironia. <br /> <br /> Acting jest prawie prawieuniwersalnie biedny.Spójrz tylko, ile razy Breckin Meyer przekaże gestami dłoni i mowy ciała.Tylko sam Kananga, Yaphet Kotto, zachowuje swoją godność.A kiedy pojawiają się Roseanne, Tom Arnold i Alice Cooper, niemal widoczne można zobaczyć film, który tonie w błonie.Skrypt również jest absolutnie kiepski, prawie całkowicie bez zasługi.Carlos (Ricky Dean Logan) otwiera mapę drogową, na której Freddy przypominający Noel Freddy napisał „You're Kurs”.Po monicie o mapę Carlos odpowiada: „Cóż, mapa mówi, że jesteśmy kurwa”.Kto napisał scenariusz, Oscar Wilde? <br /> <br /> A może scena, w której Carlos jest torturowany przez Freddy'ego, jego słuch zwiększył się do bolesnego poziomu?Więc Freddy dręczy go, grożąc upuszczeniem szpilki potencjalnie śmiertelnego dźwięku, biorąc pod uwagę, że wszystkie dźwięki są powiększone.Co dziwne, fakt, że Carlos krzyczy na szczyt głosu, aby nie upuścił, wydaje się, że nie ma żadnego efektu.„Niezły słuch, Carlos”, żartuje Freddy, mając nadzieję, że pojawią się lepsze linie.Warto również zauważyć, że sen Dream nie występuje instanio, więc powalenie nieświadomości nie pozwoliłoby natychmiastowego dostępu do świata Freddy'ego.Chociaż w ramach narracji zawiera ludzką grę komputerową, a 3-D logika fabuły nie jest tak wysoka na liście wymagań. <br /> <br /> Tym razem nastolatki kierujące obsadą są naprawdę najbardziej wstręczni, grupa niechęci w całej serii.Tracy (Lezlie Deane) jest jedynym, który wita Freddy'ego „Zamknij Kurwa, Man” i kopnięciem w przegrzebkach.Czy niezgodna muzyka pop zawsze była częścią składników?Freddy zmarł.Żadnego śmiechu.Bez przerażeń.Brak zainteresowania.Bez zabawy. <br /> <br />",negative
"Kilka komentarzy tutaj na IMDB przyrównało psa psów do klasycznych filmów Cat III z lat 90., ale chociaż jest to niewątpliwie brutalne, gwałtowne i bardzo przygnębione, ten film z Pou-Soi Changer nie jest tak naprawdę obleżny, ponury lub sensacyjny wystarczająco, abyZdobądź to porównanie.Jednak nadal ma cios, który sprawia, że warto obejrzeć, szczególnie jeśli jest to szorstka, twarda akcja. <br /> <br /> Edison Chen gra Pang, hit kambodżański, który podróżuje do Hongkonguzamordować żonę sędziego;Sam Lee jest Wai, bezwzględnym gliną, który jest zdeterminowany, aby go wyśledzić, bez względu na koszt.Po zamykaniu się w jego cel, Pang nie zatrzyma się na nic, aby zapewnić mu ucieczkę, dopóki nie spotka Yue, dość nielegalnego imigranta, który potrzebuje jego pomocy, aby uciec od życia nad wykorzystywaniem. <br /> <br /> Nieustannie trudny dramatDzięki świetnej zdjęcia, niesamowitym dźwięku, nawiedzającym partyturze i solidnym występom Chen i Lee (a także nowicjusza Pei Pei jako zainteresowania miłosnego Panga), Dog Bite Dog jest jednym dla fanów ciężko uderzającej azjatyckiej hiper-przemysłu (pomyśl dalejLinie trylogii zemsty Chan-Wook Park).Stajena, strzelaniny, bezlitosne bity: Wszystkie zdarzają się regularnie w tym filmie i są złapane niezachwianie przez reżysera Cheang. <br /> <br /> Oczywiście jest to rodzaj opowieści, która ma mieć nieszczęśliwe zakończenie dla wszystkich zaangażowanych, zaangażowanych,I oczywiście, prawie wszyscy w tym filmie umierają (raczej paskudne śmierci).Niestety istnieje cienka granica między tragedią a (niezamierzoną) komedią, aw ostatnich momentach Dog Bis Dog przecina to: w śmiech o nadmiernej scenie końcowej Pang i Wai są zamknięci w bitwie, gdy patrzy na ciężarną Yue.Ostatecznie, po tym, jak wszystkie trzy doznały ciężkich ran kłutych podczas fracas, ranny pang wykonuje majsterkowanie Ceasarean na (teraz martwym) yue, dostarczając swoje dziecko chwile, zanim sam umrze. <br /> <br /> podczas gdy ten film mógłbyNie jest to „klasyczny” kawałek nadmiaru w Hongkongu, z jej męczącym akcją OTT i stylowymi wizualizacjami, nadal warto go szukać.",positive
"Oglądałem ten film dla gorącego faceta-a nawet on ssał!Był najgorszy-dobrze, okej, muszę podawać rekwizyty temu dziwacznego gwałciciela policjanta, był jeszcze gorszy.Facet w końcu nie był tak słodki, miał najstraszniejszy akcent i był najbardziej określoną definicją Hicksville Idiot, która nie może stanąć wobec swojej mamy za tę, którą „kocha”, kiedykolwiek był.Ogólnie rzecz biorąc, jeśli ma to dla ciebie sens, kiedy idę zbierać filmy w sklepie wideo, myślę sobie, czytając odwrotność filmu, który wygląda tak/więc: „Cóż, przynajmniej nie możeBądź gorszy niż Karolina Moon ”.Najstraszniejszy film i najstraszniejsze pisanie, aktorstwo, fabuła-wszystko w nim sprawiły, że moje odruchy knebryktu chciały robić odwrotne odwrotki.To był najbardziej okropny film, jaki kiedykolwiek zobaczę, z Gabriela też tam.Nienawidziłem tego i zaufaj mi, gdyby istniała liczba poniżej 1 IMDB do oceny, wybrałbym to w mgnieniu oka.",negative
"Absolute musi zobaczyć dokument dla wszystkich zainteresowanych dotarciem do sedna tej historii.Opowiedziane z nieokreślonym okiem i chwytającym stylem.Jeśli uważasz, że teorie spiskowe są dla osób zakłóconych przez paranoiczne, może to zmienić zdanie.Coś dla ciebie również federalni: dobry model dla zatuszowanych rządowych!Jeśli podoba ci się, wszystkie wiadomości są uporządkowane i łatwe do konsumpcji, nie jest dla ciebie.",positive
"Postanowiłem nie wierzyć, co mówią znani krytycy filmowi.Mimo że ten film nie otrzymał najlepszych komentarzy, ten film stworzył mój dzień.To sprawiło, że pomyślałem.Co to za fałszywy świat. <br /> <br /> Co robisz, gdy twoi większość bliskich cię oszukuje.Mówi się, że bez względu na to, jak często karmisz mleko wężowi, nigdy nie może być lojalne i gryzie, gdy będzie miał szansę.W ten sam sposób niektórzy ludzie są tacy, że nigdy nie są wdzięczni.Ten film opowiada o tym, jak samolubni mogą być ludzie i jak wszyscy ostatecznie myślą o sobie i pracują dla siebie.<br /> <br /> Brat umiera nieumyślnie z rąk gangstera.Ocalały brat decyduje się na zemstę.Dzięki temu procesowi dowiadujemy się o daremności tego świata.Nic nie jest prawdziwe i nikt nie jest lojalny wobec nikogo. <br /> <br /> Amitabh dał swoje życie.Nowy aktor Aryan dał dobry występ.Aktorka, która grała żonę Amitabha, ukradła program.Jej rola była niewielka, ale tak pilnie przedstawiała swoją rolę, że porusza się jej występ.Chawla miała naprawdę świetne wyrażenia twarzy, ale jej rola była bardzo ograniczona i nie miała okazji w pełni wyrazić siebie. <br /> <br /> Świetny film Raja Kumara Santoshi.Jego filmy zawsze przekazują publiczność.Jego filmy są jak powieści Nanaka Singha (pendżabskiego pisarza, którego powieści zawsze miały cel i celował w zło społeczne), ponieważ mają prawdziwe przesłanie dla publiczności.Są zabawne, a także oddawanie lekcji.",positive
"Po bardzo przerażającym, surowym otwarciu, które daje ci przerażającą „masakrę w łańcuchach łańcuchowych”, wszystko się rozpada. <br /> <br /> Alert spoilera: Gdy tylko dwaj FBI-Officerzy zaczną się dźgnąć, wiesz, że są toPrawdziwi zabójcy.Każdy, kto widział wystarczająco dużo z tych „oszołomionych-ya”, może to rozgryźć. <br /> <br /> Ten film jest mader z myślą o jednej rzeczy: przedstawić brutalne morderstwa.Dlaczego zatem nie jest torturowana i zamordowana dziewczynka?Czy będzie to następne dla nas-filmowców?Tortury i nadużycia dzieci?Co jest z wami nie tak?Lynch ma naprawdę obrzydliwy, brzydki umysł.",negative
"Nie mogę wiele powiedzieć o tym filmie.Myślę, że mówi sam za siebie (podobnie jak obecne oceny tutaj).Wypożyczyłem to około dwa lata temu i całkowicie tego żałowałem.Nawet / próbowałem / polubić to, oglądając to dwa razy, ale po prostu nie mogłem.Mogę bezpiecznie powiedzieć, że absolutnie nie mam ochoty zobaczyć tej straty czasu, nigdy więcej.I nie jestem jednym, aby zniszczyć film, ale naprawdę wierzę, że to było okropne.To nie było nawet zabawne.Jedynymi kawałkami, które mi się podobały, to kilka scen z Christopherem Walkenem.Myślę, że ten film zrujnował dla mnie Jacka Blacka, jak i Bena Stillera.Wszystko, o czym mogę myśleć, gdy widzę teraz jeden z ich filmów, to ten okropny film i przypomina mi, że nie marnuję pieniędzy.Amy Poehler jest też bardzo irytująca. <br /> <br /> Ogólnie rzecz biorąc, myślę, że rozumiesz mój punkt widzenia.Nawiasem mówiąc, gwiazdy są dla Walken.",negative
"Nie jestem tak stary, że kilka razy nie pamiętam śmiechu z Bobcat Goldthwait.Ale niektórzy, gdzie przez wszystkie lata nadużywania narkotyków stracił poczucie humoru, a także komórki mózgowe. <br /> <br /> Od momentu otwarcia tego filmu nie można mieć współczucia ani empatii dla kobiet.Po usłyszeniu linii początkowej nie znajdziesz nic zabawnego.Goldthwait oczywiście tak bardzo nienawidzi się, że musi się degradować, aby poczuć się lepiej- nawet jeśli jest to jego własne wyobrażone postacie, które degraduje.<br /> <br /> Jeśli kiedykolwiek widziałeś Shakes the Clown, wiesz, jak niezadowolony był Bobcat 15 lat temu ... ten film jest gorszy.To nie było nawet zabawne przez przypadek, że jest smutne, żałosne i całkowitą stratę czasu.Niech ręce Goldthwaitsa zostaną sparaliżowane, aby nie mógł napisać innego scenariusza.Uderz w język, aby nie mógł dyktować kolejnej niezbędnej sceny.Jest smutny i żałosny i musi zrobić miejsce na śmierć nowego talentu, aby dostać się do Hollywood",negative
"W Nowym Orleanie nielegalny imigrant czuje się chory i opuszcza grę w pokera, wygrywając małą kryminalną Blackie (Walter Jack Palance).Jest ścigany przez Blackie i jego ludzi Raymond Fitch (Zero Mostel) i Poldi (Guy Thomejan), zabity przez Blackie, a jego ciało jest wrzucone do morza.Podczas autopsji dowódca porucznika rodzinnego dr Clintona Reed (Richard Widmark) z USA Public Health Service stwierdza, że martwy mężczyzna miał plagę pneumoniczną spowodowaną przez szczury i musi znaleźć, kto miał jakikolwiek kontakt z mężczyzną w czterdziestu latach-Ogromne godziny, aby uniknąć epidemii.Burmistrz miasta przypisuje sceptycznego kapitana Toma Warrena (Paul Douglas), aby pomóc dr Clintowi znaleźć zabójców zarażonych plagą i zaszczepienie ich. <br /> <br /> „Panika na ulicach” ujawnia prostą historię, ale nadal jest skuteczny i ma wielkiego złoczyńcy.Angażująca fabuła nie została datowana po pięćdziesięciu siedmiu latach.Jack Palance wykonuje nikczemną szumownię w swoim debiucie, a kamera praca, podczas gdy on próbuje uciec z zero Mostel, jest nadal bardzo imponująca.Mój głos to siedem. <br />",positive
"Pudełko jest powodem, dla którego pierwotnie wybrałem ten film, a tył właśnie dlatego go wynajęłem.Ale wkrótce dowiedziałem się, że zostałem oszukany.Myślałem, że ten film będzie coś w rodzaju podróży/Eurotrip/American Pie Deal.Ale byłem w błędzie.Ten film jest jednym z najgłupszych, jakie widziałem od dłuższego czasu.Niezbędna wersja dokucza Ci oglądania, ale całkowicie Cię rozczaruje.Aktorstwo było okropne, a efekty dźwiękowe po prostu krzykliwe.Wydawało się to bardzo niski budżet, a całe ustawienie odbywa się w tym samym budynku.Zamiast tego wyjdź i zdobądź Eurotrip lub podróż.Nie mogę uwierzyć, że National Lampoon położył na tym swoją nazwę.Nie kupuj tego, nie wynajmuj.Nie marnuj 2 godzin swojego życia.",negative
"Było wiele filmów dokumentalnych, które widziałem, w których okazało się, że prawo było po niewłaściwej stronie ogrodzenia - cienka niebieska linia i raj zagubiony przede wszystkim.Ale to pierwszy film, w którym kipiąc ze złością po tym, jak go zobaczyłem.Wydaje mi się rażąco jasne z dowodów przedstawionych w tym filmie, że to, co wydarzyło się w Waco, było co najmniej nieprofesjonalnym i niechlujnym bałaganem ze strony FBI i AFI, a w najgorszym akcie morderstwa.Jak większość ludzi, kiedy miało miejsce oblężenie w Waco, założyłem, że David Koresh był całkowicie złym szaleńcem, który prowadził gwałtowne kulty.Po zobaczeniu tego, myślę, że Koresh był bardziej niezrównoważony i zdezorientowany facet, który nieumyślnie zwrócił uwagę rządu USA poprzez jego ekscentryczne działania.Jasne, w oddziału Davidian Compaus było dużo broni.Ale nic z tego nie było nielegalne.To było absolutnie bolesne, aby zobaczyć film wideo ludzi w kompleksie, wszystkie wydają się być bardzo ładne i nieszkodliwe.I gniewało to, aby zobaczyć bezduszne zeznania mężczyzn odpowiedzialnych za siły rządowe na stronie Waco, nieświadome zeznania Janet Reno i partyzancką obronę ataku na Waco, obronę kilku komitetu Demokratów.Najbardziej wyróżniał się przedstawiciel NY i obecny senator USA z NY Charles Schumer.Głosowałem na mężczyznę, kiedy mieszkałem w stanie Nowy Jork - jestem demokratą, również po lewej stronie.Po obejrzeniu jego działań w tym komitecie chciałbym móc wrócić w czasie i zagłosować na D'Amato!Dla każdego, kto zdalnie zainteresowany rządem jest to bardzo ważny film, obowiązek.Myślę nawet, że należy to pokazać na zajęciach - to tak ważne.",positive
"Widziałem ten film zeszłej nocy i pomyślałem, że jest przyzwoity.Wydaje ci się, że to chwile.Niektóre sceny ze specjalnymi siłami OPS były fajne, a niektóre zdjęcia z lokalizacji były bardzo autentyczne.Nie będę umieszczać tego filmu w mojej kolekcji DVD, ale jest wystarczająco uczciwy, aby polecić wynajęcie.Wydaje mi się, że nic nie wyznaczyło filmu na innym poziomie w porównaniu z innymi tego samego gatunku.Akcja jest dobra, aktorstwo jest przyzwoite, kobiety są wyjątkowo uwodzicielskie i egzotyczne, moim zdaniem, historia jest dość interesująca.7 na dziesięć",positive
"Tak, nazywam to idealnym filmem.Nie jedna nudna sekunda, fantastyczna obsada głównie mało znanych aktorek i aktorów, świetna gama postaci, które są dobrze zdefiniowane i które mają zrozumiałe motywy, z którymi mogłem sympatyzować, doskonałe oświetlenie, chrupiące czarno -białe fotografię, pasująca ścieżka dźwiękowa,Inteligentny i harmonijny scenariusz oraz historia, która jest angażująca i działa.Jest to jedno z tych najwyższej jakości zdjęć, na których cała duma Hollywood powinna spoczywać, znak, który wszyscy powinni starać się dotrzeć. <br /> <br /> Barbara Stanwyck jest po prostu oszałamiająca.Nic nie mogła zrobić, a ona zawsze była łatwa po stronie melodramatycznej.Żadnych histerycznych wybuchów z tą damą - zawsze myślałem, że była lepszą aktorką niż bogini ekranu, takie jak Bette Davis lub Joan Crawford, a ten film potwierdził moją opinię.Zawsze tak twarde jak paznokcie, a jednocześnie przekazując prawdziwe uczucia.Można powiedzieć, że ma także wiele dobrych części podczas swojej długiej kariery, a ta jest zdecydowanie najmniej interesująca. <br /> <br /> Tytuł ten bardzo dobrze pasuje do tego filmu.Chodzi o pragnienia, ludzkie pragnienia, które myślę, że każdy może zrozumieć.W rzeczywistości w tym filmie nikt nie jest planowany, wszystkie postacie działają na impulsie, wszyscy chcą być szczęśliwi, nie raniąc nikogo innego.Smutny fakt, że najczęściej prowadzi to do komplikacji dla dramatycznych treści, w których tu nie pójdę. <br /> <br /> Podobało mi się to, co ten film ma do powiedzenia na temat młodzieży, o dojrzewaniu i koniecznościkompromis.Film, który najbardziej kojarzyłem z tym, to cień Hitchcocka wątpliwości, tworzy podobną atmosferę wyidealizowanej, a jednocześnie karykaturowanej Ameryce małego miasteczka.Historia ma pewne podobieństwo do znacznie ostrzejszego starcia filmu Fritza Langa w nocy, dokonanym rok wcześniej, gdzie Stanywck występuje w podobnej części.Mogę to również polecić.",positive
"Chciałbym wiedzieć, czy ktoś wie, jak mogę dostać kopię filmu: „To jest Way of the World”.Minęło około 30 lat, odkąd widziałem ten film i chciałbym go ponownie zobaczyć.Earth Wind & Fire przekraczają naród na całym świecie inspirującą muzyką i tematami.To niefortunne, że ta grupa nie wystartowała jak ich odpowiedniki na początku lat 70., ale jak wcześniej stwierdzono, w Stanach Zjednoczonych istniało napięcie rasowe, które zabroniło wyrównane narażenie dla afroamerykańskich grup muzycznych.Dobrze jest widzieć, że Earth Wind & Fire kontynuują sukces.Chciałbym dodać ten film do mojej kolekcji.Niech ktoś mi pomoże, jeśli to możliwe.Dziękuję za uwagę.Milton Shaw",positive
